Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Speed_kmh,Latitude,Longitude,Motion_Intensity,Crash_Label
2026-01-01 10:00:00,0.44835707650561635,0.08348736814021973,9.963792187812691,-0.013568675972994253,0.05660071361200952,-0.0035928774150700594,31.60100655838471,17.384852691011847,78.48621636360964,9.974224229011941,0
2026-01-01 10:00:01,0.13086784941440768,-0.15182513018779817,9.71179275962304,-0.015689973306934914,-0.060578281116875535,0.07063512355078001,65.3374990470422,17.3843215545129,78.48774371588806,9.71386101764038,0
2026-01-01 10:00:02,0.5238442690503462,0.013812521273169023,9.426302345780092,0.09127029661864662,-0.01381729962370885,0.0100906576348841,31.59946274607634,17.383930152280154,78.4866132345324,9.440856927102544,0
2026-01-01 10:00:03,0.9615149282040127,0.4573658637588499,9.561250254040008,0.1132206831929999,-0.048402397960885704,0.024528463235881974,27.44758699724509,17.384121419464368,78.48609995071949,9.620353471202145,0
2026-01-01 10:00:04,0.08292331263833203,0.7389283275152569,9.802856039734493,-0.02644412292050829,0.02946505304237986,0.05586953033188588,79.67329215384008,17.384339189212387,78.48570916038838,9.831016116594583,0
2026-01-01 10:00:05,0.08293152152540974,0.3852436654317868,10.245539313514477,-0.013449721621985215,-0.046167216606211314,0.01705182965755297,46.862693793643345,17.383958281774987,78.4875728488704,10.253114948335874,0
2026-01-01 10:00:06,0.9896064077536957,0.1508616042358849,9.554794113041115,0.07712614097520724,-0.07905235885366106,-0.07089239291649295,30.200421029622895,17.386278813807344,78.4876811967383,9.607089601357165,0
2026-01-01 10:00:07,0.5837173645764544,0.8490058851522138,9.94143623305822,0.04667599965711983,0.00812613317282127,0.07202937522767738,73.6734168814196,17.38543137377452,78.48862340501468,9.994683153091646,0
2026-01-01 10:00:08,-0.034737192967476044,-0.056418236525761084,9.601583064796971,0.053821405266046105,-0.0904539526243723,0.08274644149575258,33.86549747546997,17.38594181231072,78.48637793778815,9.601811654067369,0
2026-01-01 10:00:09,0.47128002179298234,0.6154596691834535,9.73314062676584,0.06483006474265286,0.032936909736047834,-0.07155580458002217,75.53479732154244,17.38364167039994,78.48568705134798,9.763960360618652,0
2026-01-01 10:00:10,-0.03170884640623112,-0.04403139917563931,10.154619024779077,0.007963391912796219,-0.04288147616888707,-0.032164560283076904,27.137651218765377,17.384706059059624,78.48657405386945,10.154763992996536,0
2026-01-01 10:00:11,-0.03286487678512842,0.31551147900544657,9.929287774426129,0.03649849624950932,-0.022028987404011397,0.12119398087427555,70.50888175630595,17.385419181486668,78.48600224849416,9.934353693163864,0
2026-01-01 10:00:12,0.32098113578301707,0.04321871760477426,9.327610218177712,0.032609607534904606,-0.09402079865788501,0.031601733925195594,31.056026517355917,17.38665270938863,78.48607088948049,9.333231440896194,0
